WC_TA,RE_TA,EBIT_TA,MVE_BVTD,S_TA,Industry,Rating
0.285,0.468,0.071,2.376,0.423,8,'AA'
0.16,0.226,0.061,0.988,0.253,4,'BB'
0.358,0.618,0.093,3.114,0.473,1,'AA'
0.149,0.491,0.05,7.743,0.947,7,'AAA'
0.12,0.267,0.058,1.978,0.234,4,'A'
0.057,0.028,0.049,0.343,0.115,6,'BB'
0.123,0.087,0.049,0.74,0.204,10,'BB'
0.037,0.001,0.038,0.562,0.177,2,'B'
0.3,0.513,0.066,1.705,0.297,1,'A'
0.232,0.585,0.064,4.554,0.534,11,'AAA'
0.102,0.284,0.053,2.707,0.351,8,'AA'
-0.136,-0.024,-0.01,2.221,0.306,9,'A'
0.177,0.207,0.059,0.815,0.26,5,'BBB'
0.209,0.262,0.071,1.723,0.282,8,'A'
0.111,0.193,0.039,0.804,0.267,8,'BBB'
0.487,0.636,0.099,1.717,0.312,12,'A'
-0.726,-3.067,-0.029,0.029,0.056,1,'CCC'
0.061,0.14,0.046,0.722,0.123,9,'BB'
0.455,0.515,0.089,0.973,0.194,10,'BB'
-0.027,0.016,0.027,0.521,0.156,3,'BB'
0.074,0.099,0.05,0.425,0.12,7,'BB'
0.049,0.19,0.042,1.345,0.225,8,'BBB'
0.141,0.167,0.058,0.586,0.162,7,'BB'
0.21,0.355,0.057,2.197,0.376,3,'A'
0.305,0.569,0.052,4.635,0.56,3,'AAA'
0.22,0.216,0.063,0.57,0.175,10,'BB'
0.051,0.196,0.044,1.051,0.281,2,'BBB'
0.068,0.087,0.043,0.861,0.271,8,'BBB'
0.387,0.336,0.079,0.366,0.092,5,'BBB'
0.059,0.269,0.027,2.23,0.368,6,'AA'
-0.011,-0.01,0.033,0.642,0.171,4,'BB'
0.022,0.075,0.035,0.674,0.193,8,'BBB'
0.111,0.242,0.051,1.206,0.208,3,'BBB'
0.038,0.104,0.039,0.667,0.251,6,'BB'
0.088,0.252,0.048,1.466,0.255,10,'BBB'
0.055,0.12,0.051,0.473,0.114,1,'B'
0.068,0.128,0.043,0.624,0.163,2,'BBB'
-0.052,0.169,0.002,2.586,0.546,4,'A'
0.24,0.456,0.063,4.622,0.599,10,'AAA'
0.097,0.195,0.054,0.534,0.157,12,'BB'
0.059,0.132,0.05,0.858,0.174,2,'BBB'
0.331,0.307,0.07,1.171,0.231,9,'BBB'
0.029,0.047,0.032,0.381,0.118,9,'B'
0.233,0.21,0.067,0.356,0.125,6,'BB'
0.198,0.231,0.059,1.428,0.336,10,'BBB'
0.163,0.322,0.062,1.113,0.26,10,'BBB'
0.093,0.23,0.048,1.448,0.262,10,'BBB'
0.153,0.257,0.052,1.275,0.269,2,'BBB'
0.188,0.08,0.056,0.313,0.114,12,'BB'
0.033,0.035,0.04,0.488,0.167,9,'B'
-0.117,-0.296,0.011,0.199,0.145,11,'B'
0.238,0.401,0.073,3.836,0.466,2,'AAA'
0.289,0.738,0.075,17.802,1.007,6,'AAA'
0.229,0.245,0.065,0.9,0.226,1,'BBB'
0.069,0.135,0.056,1.188,0.249,7,'BBB'
0.246,0.337,0.059,2.516,0.29,8,'AA'
0.475,0.615,0.097,3.592,0.598,10,'AAA'
-0.051,-0.729,0.031,0.052,0.055,12,'CCC'
0.341,0.507,0.083,0.781,0.285,8,'BBB'
-0.035,-0.124,0.025,0.539,0.139,4,'B'
0.005,-0.082,0.037,0.269,0.18,12,'BB'
0.192,0.446,0.054,5.195,0.888,10,'AAA'
0.279,0.468,0.072,1.681,0.272,4,'A'
-0.199,-0.597,-0.013,0.287,0.116,8,'B'
0.084,0.173,0.045,0.598,0.211,7,'BB'
0.164,0.314,0.058,1.397,0.278,8,'BBB'
0.2,0.273,0.066,0.856,0.175,1,'BB'
0.266,0.293,0.067,0.834,0.208,10,'BB'
-0.019,-0.054,0.033,0.21,0.107,8,'CCC'
0.14,0.385,0.049,4.863,0.927,8,'AAA'
-0.042,0.088,0.021,0.661,0.301,4,'BB'
0.024,0.017,0.037,0.314,0.123,12,'B'
0.031,0.265,0.04,3.236,0.609,10,'AA'
0.308,0.506,0.072,4.943,0.761,9,'AAA'
0.122,0.225,0.04,3.562,0.504,10,'AA'
0.236,0.243,0.057,1.017,0.223,11,'BBB'
0.045,0.275,0.045,3.017,0.316,7,'AA'
0.145,0.295,0.058,2.342,0.276,5,'AA'
0.217,0.523,0.062,7.821,0.919,10,'AAA'
0.234,0.245,0.062,1.068,0.238,8,'BB'
0.52,0.877,0.108,12.838,0.476,1,'AAA'
0.056,0.086,0.049,0.545,0.138,8,'BBB'
0.019,0.172,0.038,0.997,0.199,11,'BBB'
0.396,0.729,0.084,5.369,0.628,1,'AAA'
0.087,0.141,0.048,1.058,0.229,7,'BBB'
0.216,0.275,0.062,0.758,0.182,9,'BBB'
-0.087,-0.25,0.009,0.702,0.183,9,'B'
-0.019,0.013,0.029,1.045,0.386,5,'BB'
0.281,0.371,0.07,0.741,0.198,6,'BBB'
0.739,1.445,0.174,32.783,1.076,9,'AAA'
0.385,0.487,0.093,1.228,0.19,8,'BBB'
0.036,0.075,0.033,0.767,0.257,8,'BBB'
0.193,0.42,0.046,1.468,0.295,3,'A'
0.003,0.012,0.034,0.462,0.159,2,'BB'
0.061,0.089,0.041,0.521,0.139,11,'BBB'
0.482,0.898,0.116,15.833,1.124,9,'AAA'
0.038,0.274,0.04,1.405,0.448,2,'BBB'
-0.03,-0.11,0.023,0.444,0.188,5,'BB'
0.659,0.905,0.153,1.941,0.101,12,'AAA'
0.085,0.332,0.047,1.783,0.261,4,'A'
0.251,0.43,0.072,2.626,0.42,12,'AA'
0.454,0.606,0.095,1.044,0.221,11,'A'
0.282,0.232,0.067,0.658,0.138,7,'BBB'
-0.003,0.149,0.028,1.927,0.254,5,'A'
0.363,0.131,0.07,0.286,0.099,11,'BB'
0.057,0.079,0.04,0.695,0.222,1,'BB'
-0.007,0.158,0.025,3.473,0.488,4,'AA'
0.022,0.078,0.042,0.471,0.127,6,'BB'
0.083,0.189,0.043,0.805,0.238,10,'BBB'
0.084,0.405,0.053,3.887,0.561,7,'AAA'
0.018,0.17,0.031,2.683,0.615,3,'AA'
0.096,0.12,0.06,0.992,0.305,8,'BBB'
0.068,0.392,0.04,4.933,0.457,10,'AAA'
0.282,0.565,0.065,5.771,0.732,4,'AAA'
0.157,0.242,0.057,0.893,0.217,6,'BBB'
0.196,0.232,0.066,1.162,0.328,9,'BB'
0.452,0.701,0.101,4.098,0.489,12,'AAA'
-0.04,-0.223,0.023,0.364,0.122,10,'CCC'
0.283,0.715,0.069,9.612,1.066,11,'AAA'
-0.013,0.045,0.035,0.269,0.145,11,'BB'
0.307,0.3,0.065,0.776,0.211,7,'BBB'
0.31,0.402,0.07,2.148,0.336,7,'A'
0.043,0.108,0.038,0.653,0.236,1,'BB'
0.036,0.144,0.038,0.744,0.195,3,'BBB'
0.046,0.164,0.042,0.908,0.207,4,'BB'
-0.1,-0.703,0.025,0.066,0.06,5,'CCC'
0.19,0.361,0.058,2.771,0.507,1,'AA'
-0.067,-0.441,0.004,0.258,0.092,7,'CCC'
0.049,0.143,0.045,1.105,0.176,11,'BBB'
0.046,-0.141,0.041,0.116,0.094,6,'BB'
0.074,0.157,0.046,0.631,0.208,8,'BBB'
-0.014,0.068,0.029,1.209,0.308,10,'BBB'
0.171,0.134,0.045,0.533,0.148,4,'BB'
0.349,0.444,0.084,1.048,0.175,12,'BBB'
-0.01,-0.058,0.03,0.502,0.247,9,'BB'
0.258,0.457,0.067,2.61,0.46,2,'AA'
0.263,0.467,0.071,1.507,0.2,12,'A'
0.16,0.185,0.055,0.785,0.267,12,'BBB'
0.263,0.335,0.064,0.911,0.147,5,'BBB'
0.475,0.175,0.086,0.054,0.06,10,'B'
0.005,0.185,0.031,1.497,0.414,4,'BBB'
0.203,0.084,0.048,0.367,0.155,2,'BB'
-0.076,-0.526,0.017,0.084,0.067,10,'CCC'
0.318,0.558,0.071,3.196,0.429,6,'AAA'
0.17,0.116,0.061,0.33,0.09,11,'BB'
0.215,0.259,0.062,1.337,0.309,8,'BBB'
-0.006,-0.217,0.024,0.299,0.196,1,'B'
0.187,0.33,0.063,1.289,0.197,6,'A'
0.235,0.296,0.062,2.241,0.345,3,'A'
0.057,0.133,0.041,1.537,0.33,6,'A'
-0.04,0.121,0.028,0.839,0.254,7,'BB'
0.112,0.267,0.051,0.985,0.181,2,'BBB'
0.24,0.16,0.064,0.757,0.1,3,'BBB'
0.025,-0.134,0.041,0.397,0.161,11,'BB'
0.244,0.247,0.076,0.746,0.135,1,'BBB'
0.177,0.373,0.06,1.797,0.246,5,'A'
-0.005,0.125,0.038,0.684,0.164,3,'BB'
0.115,0.338,0.047,4.018,0.516,6,'AAA'
-0.01,0.031,0.032,1.097,0.264,7,'BBB'
0.323,0.344,0.072,1.256,0.214,7,'BBB'
-0.026,0.087,0.025,1.537,0.303,6,'BBB'
-0.076,-0.194,0.015,0.526,0.191,3,'BB'
-0.055,-0.162,0.026,0.355,0.121,12,'B'
0.285,0.293,0.067,1.267,0.233,12,'BBB'
0.27,0.309,0.067,1.137,0.189,8,'BBB'
0.197,0.471,0.067,2.304,0.602,1,'A'
-0.158,-0.214,-0.013,0.825,0.198,6,'BB'
0.114,0.17,0.05,0.843,0.2,12,'BBB'
0.227,0.443,0.057,5.06,0.471,7,'AAA'
0.268,0.447,0.063,3.072,0.514,3,'AAA'
0.219,0.495,0.077,4.694,0.461,4,'AAA'
0.174,0.089,0.064,0.589,0.213,8,'BB'
-0.092,-0.167,0.012,0.43,0.193,10,'CCC'
0.449,0.701,0.085,3.243,0.391,12,'AAA'
-0.045,-0.283,0.026,0.264,0.156,3,'B'
0.03,0.151,0.038,1.099,0.273,1,'BB'
0.129,0.197,0.051,0.78,0.175,9,'BBB'
0.305,0.274,0.074,0.701,0.193,9,'BB'
0.135,0.363,0.055,2.951,0.448,1,'AA'
0.028,0.154,0.04,0.658,0.18,8,'BB'
0.157,0.229,0.058,0.801,0.213,5,'BBB'
0.049,0.061,0.04,0.525,0.2,3,'BB'
0.106,0.238,0.048,1.224,0.241,9,'BBB'
-0.016,-0.006,0.027,1.278,0.414,6,'BBB'
-0.085,-0.175,0.009,0.896,0.324,2,'B'
-0.005,0.151,0.032,1.426,0.273,4,'BBB'
0.048,0.059,0.043,0.56,0.173,6,'BB'
0.326,0.337,0.078,1.727,0.255,7,'A'
0.343,0.587,0.073,3.728,0.429,2,'AAA'
-0.076,-0.366,0.015,0.205,0.09,11,'B'
0.636,0.736,0.144,3.359,0.419,10,'AAA'
0.207,0.094,0.052,0.699,0.355,1,'BB'
0.274,0.468,0.062,2.713,0.621,9,'AA'
0.123,0.28,0.051,0.922,0.285,12,'BBB'
0.054,-0.207,0.048,0.148,0.078,8,'B'
0.051,0.065,0.045,0.445,0.141,12,'BB'
0.086,0.303,0.049,1.481,0.236,3,'A'
0.007,0.103,0.036,1.024,0.267,2,'BBB'
0.513,0.895,0.114,13.236,0.813,12,'AAA'
0.03,0.348,0.037,3.36,0.411,4,'AA'
0.048,0.02,0.036,0.173,0.104,1,'B'
0.324,0.256,0.075,0.788,0.135,5,'BBB'
-0.023,0.038,0.023,0.813,0.247,10,'BB'
0.169,0.274,0.07,0.536,0.131,4,'BB'
-0.026,-0.116,0.021,0.467,0.142,3,'BB'
0.011,0.156,0.037,1.341,0.338,6,'BBB'
0.163,0.25,0.057,1.587,0.275,4,'A'
0.066,0.197,0.043,1.742,0.317,7,'A'
0.06,0.289,0.051,1.79,0.259,10,'A'
-0.022,-0.143,0.034,0.217,0.089,6,'BB'
0.049,0.289,0.044,0.853,0.393,4,'BBB'
0.258,0.443,0.062,2.533,0.314,1,'AA'
0.168,0.141,0.062,0.41,0.16,10,'BB'
0.462,0.598,0.088,4.54,0.577,5,'AAA'
0.536,0.793,0.124,4.667,0.354,1,'AAA'
0.349,0.548,0.082,2.633,0.408,4,'AA'
0.124,0.207,0.051,1.187,0.225,12,'BBB'
0.088,0.019,0.024,0.497,0.182,4,'B'
0.215,0.317,0.059,2.101,0.361,1,'A'
0.307,0.743,0.088,6.622,0.286,4,'AAA'
0.363,0.53,0.083,2.441,0.279,4,'AA'
-0.285,-1.803,-0.011,0.03,0.042,1,'CCC'
0.306,0.473,0.071,2.16,0.396,4,'A'
0.188,0.336,0.061,2.416,0.361,8,'AA'
-0.006,-0.144,0.048,0.104,0.088,5,'B'
0.065,0.23,0.042,2.205,0.285,4,'A'
-0.026,-0.326,0.026,0.153,0.117,12,'CCC'
0.451,0.561,0.09,2.983,0.379,4,'AAA'
0.002,0.043,0.035,0.62,0.159,11,'BBB'
0.088,0.103,0.038,0.798,0.233,9,'BB'
0.373,0.329,0.095,0.595,0.176,6,'BBB'
0.039,0.056,0.042,0.679,0.138,8,'BB'
0.584,0.725,0.122,5.776,0.574,11,'AAA'
0.4,0.26,0.077,0.638,0.104,1,'BBB'
0.305,0.221,0.06,0.723,0.162,12,'BB'
0.09,0.206,0.045,1.204,0.302,2,'BBB'
0.174,0.266,0.054,1.665,0.501,7,'A'
0.258,0.611,0.072,5.672,0.789,10,'AAA'
0.236,0.479,0.068,3.241,0.294,3,'AAA'
0.061,0.134,0.046,0.66,0.203,1,'BB'
-0.013,0.03,0.03,0.609,0.184,10,'BB'
-0.045,0.147,0.021,3.371,0.575,6,'AA'
0.141,0.298,0.051,1.775,0.404,3,'A'
0.229,0.188,0.058,0.429,0.114,5,'B'
0.31,0.462,0.068,2.454,0.365,10,'AA'
0.097,0.314,0.052,2.52,0.383,5,'AA'
0.157,0.357,0.048,2.767,0.324,5,'AA'
0.113,0.146,0.046,0.408,0.118,1,'BB'
0.26,0.515,0.065,3.394,0.515,1,'AAA'
0.068,0.122,0.048,0.893,0.203,11,'BBB'
0.19,0.224,0.057,1.162,0.247,11,'BBB'
-0.061,-0.321,0.018,0.163,0.083,5,'CCC'
0.078,0.157,0.041,1.402,0.335,1,'BBB'
-0.035,0.031,0.015,1.137,0.247,7,'BB'
0.284,0.451,0.077,1.69,0.233,7,'A'
0.351,0.238,0.07,1.023,0.237,1,'BBB'
0.013,0.226,0.038,1.16,0.459,6,'A'
0.132,0.075,0.056,0.287,0.1,3,'BB'
0.333,0.377,0.075,1.159,0.226,12,'BBB'
-0.045,-0.212,0.016,0.367,0.192,1,'B'
0.101,0.128,0.048,0.589,0.171,7,'BB'
0.18,0.197,0.058,0.896,0.233,3,'BBB'
0.092,0.228,0.045,1.895,0.248,7,'A'
-0.003,-0.611,0.028,0.048,0.045,3,'B'
0.331,0.531,0.077,7.116,0.522,12,'AAA'
0.222,0.236,0.059,0.8,0.223,5,'BBB'
0.06,0.157,0.047,0.831,0.177,7,'BBB'
0.065,0.197,0.046,1.105,0.28,2,'BB'
-0.04,-0.11,0.028,0.271,0.087,2,'B'
0.366,0.523,0.079,2.236,0.347,9,'AA'
0.288,0.343,0.06,0.952,0.179,8,'BB'
0.149,0.152,0.063,0.708,0.218,5,'BBB'
0.138,0.261,0.05,1.172,0.173,5,'BBB'
0.128,0.189,0.054,0.822,0.145,1,'BBB'
0.283,0.312,0.068,0.793,0.225,4,'BBB'
0.013,-0.059,0.032,0.406,0.181,6,'BBB'
0.527,0.755,0.106,5.769,0.699,12,'AAA'
0.264,0.373,0.068,1.825,0.371,9,'A'
0.13,0.174,0.049,0.645,0.197,1,'BB'
-0.014,-0.089,0.039,0.271,0.104,7,'BB'
0.201,0.354,0.062,1.27,0.425,1,'BBB'
0.06,0.116,0.047,0.826,0.206,1,'BB'
0.191,0.43,0.063,3.351,0.531,3,'AAA'
-0.072,-0.395,0.02,0.139,0.089,6,'B'
0.061,0.177,0.041,1.493,0.367,9,'BBB'
0.159,0.527,0.053,4.486,0.553,12,'AAA'
0.303,0.354,0.076,1.809,0.218,8,'A'
0.126,0.244,0.041,2.108,0.306,7,'A'
0.205,0.293,0.06,2.693,0.35,6,'AA'
-0.06,0.094,0.016,0.757,0.263,11,'BB'
0.031,-0.039,0.034,0.463,0.116,1,'B'
0.224,0.196,0.069,0.719,0.14,12,'BB'
0.329,0.365,0.083,0.907,0.172,2,'A'
0.057,0.092,0.036,0.972,0.262,10,'BB'
0.105,0.108,0.058,0.319,0.118,11,'BB'
-0.132,-0.528,-0.017,0.255,0.093,1,'CCC'
0.021,0,0.044,0.674,0.228,9,'BB'
0.258,0.529,0.072,4.456,0.569,11,'AAA'
0.048,0.104,0.04,0.63,0.2,10,'BB'
0.112,0.206,0.049,0.819,0.289,5,'BB'
0.415,0.545,0.079,3.113,0.361,6,'AAA'
-0.02,-0.17,0.029,0.403,0.136,12,'B'
-0.005,-0.161,0.031,0.257,0.118,1,'B'
0.083,0.108,0.047,0.715,0.224,10,'BB'
-0.08,-0.178,0.019,0.225,0.122,10,'CCC'
0.24,0.367,0.077,2.809,0.236,11,'AA'
0.079,0.158,0.039,1.04,0.23,11,'BB'
0.126,0.2,0.06,0.524,0.149,6,'BB'
0.32,0.543,0.081,2.649,0.408,5,'AA'
0.023,0.188,0.043,0.956,0.229,8,'BBB'
0.253,0.303,0.066,1.187,0.369,6,'BBB'
0.115,0.286,0.053,4.134,0.537,12,'AAA'
0.08,0.121,0.046,0.704,0.147,1,'BB'
0.28,0.425,0.075,2.458,0.299,1,'AA'
0.103,0.184,0.056,0.862,0.215,4,'BBB'
0.359,0.456,0.092,1.971,0.208,5,'A'
0.017,0.244,0.041,3.896,0.396,2,'AAA'
0.306,0.393,0.071,1.031,0.229,2,'BBB'
0.294,0.463,0.073,1.438,0.219,11,'A'
0.072,0.179,0.046,1.899,0.559,7,'A'
0.366,0.603,0.079,2.766,0.406,9,'AA'
0.215,0.2,0.059,0.73,0.169,5,'BBB'
0.266,0.246,0.067,0.736,0.169,10,'BB'
0.194,0.459,0.058,3.687,0.403,3,'AAA'
0.37,0.413,0.084,1.17,0.186,1,'BBB'
0.705,1.088,0.168,6.918,0.844,6,'AAA'
0.202,0.225,0.062,0.634,0.14,3,'BBB'
0.071,0.19,0.034,2.691,0.555,2,'A'
0.586,0.784,0.115,5.337,0.519,1,'AAA'
0.391,0.554,0.072,1.21,0.213,8,'A'
-0.08,-0.196,0.018,0.593,0.243,3,'BB'
0.108,0.343,0.054,3.44,0.562,10,'AA'
-0.065,-0.262,0.022,0.387,0.129,11,'BB'
0.079,0.222,0.043,1.897,0.393,8,'A'
0.056,0.122,0.056,0.625,0.156,2,'BB'
0.158,0.234,0.052,1.057,0.331,12,'BBB'
0.276,0.229,0.066,0.454,0.136,8,'BB'
-0.064,-0.096,0.022,0.363,0.215,6,'BB'
0.094,0.349,0.046,2.604,0.489,5,'AA'
0.229,0.298,0.071,1.395,0.309,6,'A'
0.149,0.284,0.061,1.433,0.308,8,'BBB'
0.038,0.123,0.042,0.809,0.157,11,'BB'
0.328,0.48,0.077,2.465,0.407,7,'AA'
0.284,0.443,0.069,2.233,0.301,3,'AA'
0.37,0.553,0.083,2.386,0.293,7,'AA'
0.296,0.375,0.07,2.113,0.365,6,'AA'
0.216,0.341,0.064,1.239,0.225,11,'BBB'
0.157,0.329,0.057,1.998,0.281,5,'A'
-0.043,-0.645,0.023,0.054,0.085,11,'B'
0.219,0.578,0.069,4.842,0.606,6,'AAA'
0.186,0.326,0.058,1.5,0.352,7,'A'
0.14,0.321,0.052,2.417,0.462,5,'A'
0.327,0.464,0.072,2.879,0.429,5,'AAA'
-0.04,-0.004,0.026,0.579,0.143,10,'BB'
0.043,0.082,0.044,0.597,0.23,2,'BB'
0.006,0.269,0.045,3.182,0.567,10,'AA'
0.182,0.068,0.069,0.14,0.062,4,'BB'
0.081,0.179,0.053,1.039,0.253,12,'BB'
0.315,0.314,0.073,1.217,0.253,10,'BBB'
0.175,0.255,0.058,0.741,0.181,2,'BB'
0.233,0.291,0.066,1.24,0.244,8,'BBB'
0.018,0.074,0.041,0.635,0.247,11,'BB'
0.405,0.563,0.082,3.261,0.483,11,'AAA'
0.273,0.336,0.066,1.831,0.35,9,'BBB'
-0.04,0.062,0.026,1.281,0.342,12,'BBB'
-0.009,0.003,0.032,0.485,0.278,2,'B'
0.328,0.449,0.068,2.447,0.281,10,'A'
-0.064,-0.077,0.008,1.099,0.246,12,'BB'
0.077,0.223,0.05,1.229,0.267,7,'BBB'
0.055,0.142,0.033,0.738,0.294,3,'BB'
0.076,0.219,0.052,1.05,0.159,2,'BBB'
-0.029,-0.462,0.031,0.186,0.101,11,'B'
0.054,0.162,0.039,2.251,0.183,4,'A'
-0.006,0.043,0.036,0.936,0.45,12,'BBB'
0.047,0.086,0.043,1.08,0.338,1,'BBB'
-0.093,-0.098,0.008,0.563,0.205,10,'B'
0.035,0.113,0.039,0.958,0.29,1,'BB'
-0.044,0.17,0.029,1.931,0.448,3,'A'
0.067,0.146,0.046,0.783,0.204,10,'BB'
0.455,0.654,0.096,3.684,0.384,1,'AAA'
0.035,0.09,0.034,1.086,0.366,9,'BB'
-0.028,0.095,0.029,1.465,0.365,8,'BBB'
0.268,0.318,0.063,3.479,0.323,1,'AAA'
-0.03,-0.095,0.028,0.592,0.189,6,'BB'
0.317,0.395,0.083,1.857,0.229,4,'A'
0.008,0.126,0.026,1.256,0.258,12,'BBB'
0.144,0.061,0.056,0.11,0.092,10,'B'
0.223,0.406,0.057,4.701,0.618,8,'AAA'
0.384,0.444,0.081,1.441,0.209,3,'A'
0.118,0.179,0.056,0.78,0.192,1,'BB'
0.192,0.285,0.063,1.603,0.247,12,'A'
0.171,0.174,0.062,0.981,0.108,11,'BBB'
0.162,0.204,0.048,1.116,0.286,7,'BBB'
0.148,0.257,0.059,1.01,0.2,3,'BBB'
0.078,0.124,0.048,0.396,0.111,8,'BB'
0.134,0.183,0.051,1.27,0.34,5,'BBB'
-0.017,0.061,0.036,0.535,0.137,8,'BB'
0.042,0.026,0.043,0.332,0.116,5,'BB'
0.323,0.453,0.082,1.79,0.131,5,'A'
-0.039,0.001,0.024,0.694,0.25,8,'BB'
0.207,0.212,0.058,0.537,0.107,3,'BB'
0.011,-0.094,0.026,0.707,0.175,9,'BB'
0.264,0.279,0.066,0.866,0.244,12,'BBB'
0.149,0.222,0.061,1.048,0.175,8,'BBB'
0.134,0.216,0.068,0.627,0.137,8,'BBB'
0.2,0.372,0.059,4.311,0.596,5,'AAA'
0.153,0.419,0.062,2.951,0.531,1,'AA'
0.209,0.482,0.061,4.849,0.812,5,'AAA'
-0.077,-0.171,0.019,0.408,0.157,10,'B'
0.037,0.015,0.039,0.281,0.117,7,'BB'
0.254,0.431,0.067,1.228,0.244,6,'BBB'
-0.123,-0.517,0.008,0.279,0.086,6,'B'
0.033,0.018,0.043,0.333,0.202,8,'BB'
-0.111,-0.058,0.009,0.831,0.216,5,'BB'
0.012,0.233,0.035,2.219,0.482,7,'A'
0.047,0.11,0.04,0.75,0.191,8,'BB'
0.02,-0.026,0.033,0.282,0.093,11,'B'
-0.031,0.01,0.02,1.222,0.387,10,'BB'
0.087,0.184,0.049,0.914,0.221,6,'BBB'
0.356,0.377,0.069,1.128,0.305,6,'BBB'
0.052,0.289,0.048,1.979,0.287,4,'A'
-0.002,0.229,0.033,1.532,0.318,10,'BBB'
0.031,0.103,0.045,0.556,0.139,12,'BBB'
0.206,0.269,0.066,0.943,0.295,3,'BBB'
0.249,0.235,0.072,0.797,0.117,9,'BB'
0.105,0.165,0.044,0.426,0.213,5,'BB'
0.084,0.035,0.053,0.347,0.14,11,'BB'
0.128,0.262,0.059,0.875,0.198,11,'BBB'
0.577,0.548,0.124,1.245,0.38,9,'BBB'
0.416,0.757,0.078,10.854,0.843,8,'AAA'
-2.246,-3.285,-0.591,0.043,0.093,4,'CCC'
0.356,0.258,0.058,0.096,0.085,5,'B'
0.195,0.222,0.059,0.582,0.156,11,'BB'
0.213,0.417,0.055,7.454,1.002,7,'AAA'
0.262,0.4,0.058,2.135,0.402,6,'A'
-0.028,0.128,0.03,2.487,0.462,2,'A'
0.219,0.158,0.05,0.419,0.125,11,'BB'
0.293,0.452,0.067,3.503,0.368,11,'AAA'
0.262,0.271,0.078,0.913,0.156,12,'BBB'
0.027,-0.054,0.038,0.115,0.067,9,'B'
0.462,0.733,0.094,5.263,0.471,6,'AAA'
0.259,0.453,0.06,3.506,0.506,4,'AA'
0.42,0.489,0.085,1.534,0.238,3,'A'
-0.057,0.124,0.013,2.921,0.557,4,'A'
0.061,0.091,0.047,0.525,0.13,6,'BBB'
0.219,0.192,0.059,0.727,0.195,9,'BB'
-0.07,0.073,0.007,1.487,0.356,12,'A'
0.153,0.189,0.053,0.822,0.205,4,'BB'
-0.031,0.14,0.037,2.301,0.486,8,'A'
-0.117,-0.487,0.008,0.197,0.097,8,'B'
0.08,0.27,0.051,1.537,0.206,1,'BBB'
0.239,0.351,0.064,1.788,0.343,4,'A'
0.473,0.29,0.086,0.723,0.186,9,'BBB'
0.085,0.261,0.049,2.075,0.356,10,'A'
0.097,0.155,0.047,0.81,0.219,10,'BB'
0.059,0.29,0.038,3.814,0.605,5,'AAA'
0.26,0.181,0.06,0.493,0.13,1,'BB'
0.18,0.219,0.059,0.658,0.214,4,'BB'
0.447,0.52,0.097,1.003,0.231,2,'BBB'
0.132,0.147,0.049,0.844,0.25,3,'BBB'
-0.159,-0.063,-0.011,0.522,0.365,10,'B'
0.147,0.113,0.051,0.445,0.122,8,'BB'
0.192,0.304,0.06,0.823,0.168,1,'BBB'
-0.099,-0.298,0,0.416,0.167,8,'B'
0.233,0.4,0.062,1.927,0.322,9,'A'
0.152,0.176,0.056,0.704,0.191,7,'BBB'
0.252,0.235,0.055,0.888,0.227,6,'BBB'
0.316,0.599,0.067,5.794,0.843,7,'AAA'
0.327,0.702,0.079,9.895,0.881,2,'AAA'
0.009,-0.099,0.034,0.353,0.102,7,'BB'
0.258,0.285,0.068,1.213,0.343,2,'BBB'
0.324,0.398,0.071,2.55,0.335,7,'AA'
0.2,0.184,0.058,0.589,0.152,5,'BB'
-0.54,-2.254,-0.13,0.123,0.333,7,'CCC'
-0.004,-0.033,0.034,0.46,0.143,8,'BB'
0.144,0.286,0.062,1.326,0.381,4,'BBB'
0.185,0.26,0.061,1.12,0.169,6,'BBB'
-0.115,0.032,0.01,0.583,0.187,3,'BB'
0.104,0.339,0.049,2.402,0.35,2,'A'
-0.019,-0.068,0.028,0.323,0.136,7,'B'
-0.048,-0.185,0.02,0.233,0.1,5,'BB'
-0.048,0.286,0.024,5.251,0.628,2,'AAA'
-0.005,-0.167,0.036,0.312,0.115,11,'BB'
0.176,0.438,0.058,2.542,0.387,4,'A'
0.09,0.096,0.051,0.585,0.13,12,'BB'
0.536,0.863,0.107,4.549,0.583,5,'AAA'
0.021,-0.019,0.04,0.397,0.214,12,'BB'
0.103,0.072,0.048,0.512,0.148,7,'BB'
0.187,0.242,0.057,1.251,0.294,6,'BBB'
0.287,0.334,0.078,0.955,0.27,6,'BBB'
0.067,0.142,0.045,0.693,0.208,3,'BB'
-0.135,-0.281,-0.01,0.583,0.251,2,'CCC'
-0.104,0.058,0.011,2.344,0.385,5,'A'
0.067,0.273,0.043,2.309,0.313,2,'A'
0.043,0.063,0.05,0.141,0.1,9,'B'
0.158,-0.008,0.045,0.243,0.122,11,'BB'
0.211,0.338,0.056,2.028,0.368,1,'A'
0.073,0.265,0.045,1.861,0.383,5,'A'
-0.039,-0.273,0.016,0.184,0.106,11,'B'
0.231,0.309,0.06,1.881,0.391,3,'A'
-0.021,-0.012,0.031,0.402,0.245,11,'BB'
0.172,0.146,0.053,0.476,0.121,10,'B'
-0.091,-0.879,0.001,0.11,0.047,7,'CCC'
0.028,0.064,0.044,1,0.314,11,'BBB'
0.035,0.256,0.044,2.484,0.394,2,'A'
0.023,-0.033,0.025,0.623,0.204,12,'BB'
